Date,Hour,Rented eScooter Count,Distance from centre(km),Temperature(°C),Wind speed (m/s),Visibility(10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall(cm),Season,Scheme Functioning
22/05/2021,5,182,8.549091343,17.7,0.6,1610,10.6,0,0,0,Spring,Yes
22/05/2021,6,277,0.777827299,17.5,0.5,1691,10.4,0.06,0,0,Spring,Yes
22/05/2021,7,443,1.460170187,18.3,0.7,1750,10.5,0.34,0,0,Spring,Yes
22/05/2021,8,694,3.919092359,20.2,0.8,1731,11,1,0,0,Spring,Yes
22/05/2021,9,912,4.927507015,21.3,0.8,1894,11.8,1.14,0,0,Spring,Yes
22/05/2021,10,1119,9.441523988,22.7,1.8,1698,11.3,1.43,0,0,Spring,Yes
22/05/2021,11,1438,9.612441502,23.9,1.4,1820,12.4,1.87,0,0,Spring,Yes
22/05/2021,12,1798,8.594215597,24.9,1.1,1591,12.2,1.8,0,0,Spring,Yes
22/05/2021,13,2000,2.929800304,24.7,1,1399,12.3,0.94,0,0,Spring,Yes
22/05/2021,14,1407,1.169996618,24.8,1.4,1630,12.7,0.98,0,0,Spring,Yes
22/05/2021,15,163,7.004658285,23.1,2.7,663,15.8,0.31,0.1,0,Spring,Yes
22/05/2021,16,86,3.681921682,21.5,1.2,553,15.9,0.53,0.4,0,Spring,Yes
22/05/2021,17,50,8.637811777,20.6,1.8,499,15.8,0.28,1,0,Spring,Yes
22/05/2021,18,30,3.641029113,19.9,1.2,258,16.7,0.13,2,0,Spring,Yes
22/05/2021,19,45,0.759209801,19.6,0.3,331,16.4,0.06,1.5,0,Spring,Yes
22/05/2021,20,30,1.375672032,19.2,1.4,467,14.6,0,0.5,0,Spring,Yes
22/05/2021,21,58,3.539080877,19,1.1,597,14.4,0,0.5,0,Spring,Yes
22/05/2021,22,29,2.843927006,18.8,0.6,447,14.6,0,0.5,0,Spring,Yes
22/05/2021,23,18,3.849027598,18.3,1.1,198,15.6,0,2.5,0,Spring,Yes
23/05/2021,0,32,1.349861108,17.8,2.4,181,15.3,0,3.5,0,Spring,Yes
23/05/2021,1,25,1.727075301,17.3,3.2,178,14.8,0,3,0,Spring,Yes
23/05/2021,2,34,2.06815759,17,2.5,236,14.5,0,3,0,Spring,Yes
23/05/2021,3,43,7.166553249,16.9,2.2,636,14.2,0,0.5,0,Spring,Yes
23/05/2021,4,59,9.040136814,17,1.4,1827,14.5,0,0,0,Spring,Yes
23/05/2021,5,152,4.434371336,16.6,2.2,2000,12.4,0,0,0,Spring,Yes
23/05/2021,6,436,0.123187504,15.9,3.2,2000,11,0.04,0,0,Spring,Yes
23/05/2021,7,1241,8.860941942,15.6,1.6,1987,9.2,0.47,0,0,Spring,Yes
23/05/2021,8,2035,1.989089672,16.6,3.1,2000,9.1,1.28,0,0,Spring,Yes
23/05/2021,9,1125,9.923669368,18,1.9,1992,8.2,1.98,0,0,Spring,Yes
23/05/2021,10,871,3.545492335,19.9,3.3,1919,8.9,2.63,0,0,Spring,Yes
23/05/2021,11,1012,4.27678576,20.9,3.8,2000,5.6,3.13,0,0,Spring,Yes
23/05/2021,12,1216,0.72854248,22.1,4,1910,4.9,3.44,0,0,Spring,Yes
23/05/2021,13,1167,3.322943538,22.9,3.9,1853,4,3.52,0,0,Spring,Yes
23/05/2021,14,1183,2.819257685,24,3.4,1966,4.9,3.41,0,0,Spring,Yes
23/05/2021,15,1332,4.823566998,25,2.9,1876,3.9,3.11,0,0,Spring,Yes
23/05/2021,16,1563,0.250738189,25,4.2,1880,5.8,2.57,0,0,Spring,Yes
23/05/2021,17,2069,1.498157921,24.4,3.2,1943,7.7,1.9,0,0,Spring,Yes
23/05/2021,18,3123,0.304306703,23.7,3.5,1987,7.4,1.18,0,0,Spring,Yes
23/05/2021,19,2454,4.759573125,20.8,3.4,2000,8.7,0.49,0,0,Spring,Yes
23/05/2021,20,2001,8.100158232,18.7,1.9,2000,9.1,0.05,0,0,Spring,Yes
23/05/2021,21,1833,4.089150456,17.4,1.1,1959,7.9,0,0,0,Spring,Yes
23/05/2021,22,1588,6.261394988,16.8,1,1740,6.8,0,0,0,Spring,Yes
23/05/2021,23,1080,1.727816093,16.6,1.5,1596,5.3,0,0,0,Spring,Yes
24/05/2021,0,778,2.146659901,15.7,1.3,1651,3.7,0,0,0,Spring,Yes
24/05/2021,1,578,0.910736443,14.9,0.6,1557,5.7,0,0,0,Spring,Yes
24/05/2021,2,385,8.510724156,14.5,0.7,1500,3.4,0,0,0,Spring,Yes
24/05/2021,3,265,5.73941868,14.1,0.8,1538,5.4,0,0,0,Spring,Yes
24/05/2021,4,161,1.032276932,13.7,1.6,1578,5.1,0,0,0,Spring,Yes
24/05/2021,5,205,2.536888652,13.3,1.2,1634,4.7,0,0,0,Spring,Yes
24/05/2021,6,530,5.703466109,13.4,1,1600,5.4,0.04,0,0,Spring,Yes
24/05/2021,7,1390,6.110532862,14.5,1.3,1818,5.1,0.42,0,0,Spring,Yes
24/05/2021,8,2081,1.577060116,17.2,1.6,1530,4.8,1.1,0,0,Spring,Yes
24/05/2021,9,1226,5.692368007,19.6,1.1,1531,0,1.79,0,0,Spring,Yes
24/05/2021,10,880,5.006744751,21.9,2.7,1775,0.3,2.44,0,0,Spring,Yes
24/05/2021,11,922,7.706458008,23.5,2.9,1779,3.1,2.92,0,0,Spring,Yes
24/05/2021,12,1087,2.361212761,24.1,5.3,1696,6.3,3.2,0,0,Spring,Yes
24/05/2021,13,1078,4.828869029,25.3,3.7,1874,6.9,3.28,0,0,Spring,Yes
24/05/2021,14,1059,0.734337425,25.2,4.9,1597,7.2,3.18,0,0,Spring,Yes
24/05/2021,15,1174,0.737330522,25.5,3.2,1786,7.5,2.91,0,0,Spring,Yes
24/05/2021,16,1455,6.312622637,25.5,4,1763,7.5,2.42,0,0,Spring,Yes
24/05/2021,17,1863,7.304502159,25.4,2.7,1885,8.2,1.76,0,0,Spring,Yes
24/05/2021,18,2825,9.24015617,24.6,2.8,1655,7.9,1.1,0,0,Spring,Yes
24/05/2021,19,2334,1.487993715,23.1,2.6,1512,8.3,0.41,0,0,Spring,Yes
24/05/2021,20,1902,3.684110772,22,2.6,1414,8,0.05,0,0,Spring,Yes
24/05/2021,21,1838,5.968632655,21.3,1.7,1381,8.6,0,0,0,Spring,Yes
24/05/2021,22,1678,9.125384484,20.6,2.3,1328,9,0,0,0,Spring,Yes
24/05/2021,23,1087,6.75054909,20.1,1.6,1095,9.1,0,0,0,Spring,Yes
25/05/2021,0,831,0.307945905,19.6,1.8,943,8.9,0,0,0,Spring,Yes
25/05/2021,1,610,2.258523409,18.9,1,844,9.3,0,0,0,Spring,Yes
25/05/2021,2,437,7.408697447,18.1,0.6,787,10.6,0,0,0,Spring,Yes
25/05/2021,3,286,5.637266531,17.4,0.5,780,10.1,0,0,0,Spring,Yes
25/05/2021,4,188,8.971010295,16.8,0.4,700,9.5,0,0,0,Spring,Yes
25/05/2021,5,201,2.593323513,16.3,0.6,635,9.9,0,0,0,Spring,Yes
25/05/2021,6,531,7.547934248,15.8,0.7,644,9.2,0.05,0,0,Spring,Yes
25/05/2021,7,1250,2.907232088,16.4,1.1,704,8.1,0.42,0,0,Spring,Yes
25/05/2021,8,1996,8.973792594,19.1,1.7,792,8.5,1.21,0,0,Spring,Yes
25/05/2021,9,1121,7.894996933,21.5,1.3,995,6.9,1.88,0,0,Spring,Yes
25/05/2021,10,819,5.580599787,23.4,2.5,1730,3,2.53,0,0,Spring,Yes
25/05/2021,11,959,4.725736941,25.1,2.5,1896,4.5,3.01,0,0,Spring,Yes
25/05/2021,12,1082,5.40701316,26.4,2.9,1811,2.5,3.28,0,0,Spring,Yes
25/05/2021,13,1106,6.940537584,27.6,2.7,1747,4.6,3.36,0,0,Spring,Yes
25/05/2021,14,1161,3.153659463,28,2.3,1923,3.2,2.92,0,0,Spring,Yes
25/05/2021,15,1306,0.120691696,27.1,2.7,1959,3.6,2.2,0,0,Spring,Yes
25/05/2021,16,1533,4.269256386,26.3,4.1,1892,4,1.78,0,0,Spring,Yes
25/05/2021,17,2013,0.91073952,25.6,3.1,1844,4,1.26,0,0,Spring,Yes
25/05/2021,18,2916,0.975883269,25.3,2.6,1772,5.6,1.05,0,0,Spring,Yes
25/05/2021,19,2227,3.7407675,24,1.6,1658,7.7,0.47,0,0,Spring,Yes
25/05/2021,20,1905,6.24307586,22.4,2,1457,8,0.06,0,0,Spring,Yes
25/05/2021,21,1740,3.172649574,21.1,1.4,1378,8.4,0,0,0,Spring,Yes
25/05/2021,22,1630,8.397032149,20.3,1.7,1394,8.8,0,0,0,Spring,Yes
25/05/2021,23,1209,8.929329828,19.6,0.5,1362,8.4,0,0,0,Spring,Yes
26/05/2021,0,987,0.209978395,19,1.1,1299,8.9,0,0,0,Spring,Yes
26/05/2021,1,837,5.06420981,18.2,0.7,1328,9.1,0,0,0,Spring,Yes
26/05/2021,2,572,4.933514379,17.8,0.6,1204,9.4,0,0,0,Spring,Yes
26/05/2021,3,419,8.453709094,17.3,0.5,1103,9.6,0,0,0,Spring,Yes
26/05/2021,4,232,4.162146795,16.8,0.5,994,9.9,0,0,0,Spring,Yes
26/05/2021,5,198,4.932156916,16.4,0.4,978,9.6,0,0,0,Spring,Yes
26/05/2021,6,299,2.670889934,16.2,0.6,947,9.2,0.04,0,0,Spring,Yes
26/05/2021,7,503,5.719810094,17,0.6,902,8.2,0.46,0,0,Spring,Yes
26/05/2021,8,763,9.691906565,19.8,0.6,1094,7.8,1.18,0,0,Spring,Yes
26/05/2021,9,992,4.362839057,22.6,1.1,1104,7.5,1.84,0,0,Spring,Yes
26/05/2021,10,1010,4.668899101,25.2,1.1,1440,9.2,2.45,0,0,Spring,Yes
26/05/2021,11,1164,3.513456721,26.8,0.9,1439,7.8,2.92,0,0,Spring,Yes
26/05/2021,12,1285,3.243477669,28.2,1.2,1161,7.7,3.18,0,0,Spring,Yes
26/05/2021,13,1441,6.652407046,29.8,2,1326,9.1,3.29,0,0,Spring,Yes
26/05/2021,14,1448,0.363308279,30.3,2.3,1025,9,3.14,0,0,Spring,Yes
26/05/2021,15,1575,8.84354734,31.4,2,882,10,2.82,0,0,Spring,Yes
26/05/2021,16,1690,3.974716273,31,2.9,889,10.1,2.26,0,0,Spring,Yes
26/05/2021,17,1886,2.808766876,29.9,3.8,1259,10.5,1.73,0,0,Spring,Yes
26/05/2021,18,2021,1.863740757,29,2.2,822,9.3,1.07,0,0,Spring,Yes
26/05/2021,19,1985,9.634591155,26.9,3.1,1341,12.4,0.43,0,0,Spring,Yes
26/05/2021,20,1909,5.29750151,24.3,2.7,1512,11.3,0.05,0,0,Spring,Yes
26/05/2021,21,1851,4.488743222,23.7,1.3,1173,13,0,0,0,Spring,Yes
26/05/2021,22,1683,4.293498861,23.2,1,1192,13.1,0,0,0,Spring,Yes
26/05/2021,23,1330,0.387344007,22.7,0.8,1130,13.3,0,0,0,Spring,Yes
27/05/2021,0,1089,2.911329133,22.1,1.6,1097,13.3,0,0,0,Spring,Yes
27/05/2021,1,799,8.589391591,21.8,1.4,943,12,0,0,0,Spring,Yes
27/05/2021,2,555,4.591974496,21,1.8,974,11.5,0,0,0,Spring,Yes
27/05/2021,3,423,6.818526778,20.5,0.8,1073,11,0,0,0,Spring,Yes
27/05/2021,4,208,7.829506612,19.9,1.3,1261,9.7,0,0,0,Spring,Yes
27/05/2021,5,174,3.925614786,19.6,0.8,1304,9.7,0,0,0,Spring,Yes
27/05/2021,6,234,9.355200193,19.3,1.4,1293,9.9,0.03,0,0,Spring,Yes
27/05/2021,7,341,2.121866551,19.6,1.4,1219,8.7,0.34,0,0,Spring,Yes
27/05/2021,8,608,9.375606747,20.3,2,1366,7.9,0.7,0,0,Spring,Yes
27/05/2021,9,762,6.481036172,21.5,1.5,1548,0,1.02,0,0,Spring,Yes
27/05/2021,10,821,1.742338126,23.6,2,1697,0,1.86,0,0,Spring,Yes
27/05/2021,11,1004,4.686148889,24.3,1.8,1853,0,1.54,0,0,Spring,Yes
27/05/2021,12,1404,4.012033844,25.4,2.8,1756,8.2,1.87,0,0,Spring,Yes
27/05/2021,13,1579,5.26207215,26.3,2.3,1583,8.6,2.22,0,0,Spring,Yes
27/05/2021,14,1730,2.402244229,26.2,4,1907,8.1,2.16,0,0,Spring,Yes
27/05/2021,15,2019,7.848080373,25.9,2.6,1889,8.3,1.82,0,0,Spring,Yes
27/05/2021,16,2242,1.900372216,26,1.6,1811,7.9,1.34,0,0,Spring,Yes
27/05/2021,17,2307,1.424246551,25.5,3.2,1925,0,1.01,0,0,Spring,Yes
27/05/2021,18,2267,7.459086333,25,2.8,1904,7.1,0.85,0,0,Spring,Yes
27/05/2021,19,2207,6.706891235,23.7,2.1,1857,6.7,0.27,0,0,Spring,Yes
27/05/2021,20,2044,8.590371136,22.6,2.3,1788,6.8,0.09,0,0,Spring,Yes
27/05/2021,21,1729,8.463859825,21.5,1.8,1734,7.5,0,0,0,Spring,Yes
27/05/2021,22,1374,1.042710467,20.6,1,1830,7.9,0,0,0,Spring,Yes
27/05/2021,23,1071,8.609923604,19.9,1.9,1774,8.1,0,0,0,Spring,Yes
28/05/2021,0,770,0.348246757,19.3,0.7,1741,8.1,0,0,0,Spring,Yes
28/05/2021,1,440,6.845454778,18.7,0.8,1806,8.8,0,0,0,Spring,Yes
28/05/2021,2,335,6.616774267,18.5,0.3,1759,8.1,0,0,0,Spring,Yes
28/05/2021,3,185,3.348051973,19.1,0.4,1583,8.2,0,0,0,Spring,Yes
28/05/2021,4,134,4.832344713,19.2,0.4,1619,8.8,0,0,0,Spring,Yes
28/05/2021,5,247,9.008257923,18.6,0.9,1361,9.7,0,0,0,Spring,Yes
28/05/2021,6,641,1.683945797,18.2,0.5,1588,9.3,0.05,0,0,Spring,Yes
28/05/2021,7,1502,1.835443873,18.8,0.8,1387,8.9,0.36,0,0,Spring,Yes
28/05/2021,8,2194,1.715192218,21.5,0.7,1329,8.7,1.19,0,0,Spring,Yes
28/05/2021,9,1131,3.785901279,23.7,1.1,1806,10.2,1.92,0,0,Spring,Yes
28/05/2021,10,828,6.849502179,25.3,1.1,1881,11.9,2.46,0,0,Spring,Yes
28/05/2021,11,986,0.674789154,27.1,0.9,1982,12.3,2.9,0,0,Spring,Yes
28/05/2021,12,1139,7.976104194,28.3,1.8,2000,13,3.24,0,0,Spring,Yes
28/05/2021,13,1124,0.246912961,29.7,1.9,1882,12.4,3.33,0,0,Spring,Yes
28/05/2021,14,1128,8.027243628,30.7,2.6,1853,12.1,3.21,0,0,Spring,Yes
28/05/2021,15,1258,7.948697694,30.4,3.1,900,14.6,2.28,0,0,Spring,Yes
28/05/2021,16,1497,1.260906588,30.1,3.4,845,14.3,2.32,0,0,Spring,Yes
28/05/2021,17,2060,2.042378985,28.9,3.5,990,13.9,1.64,0,0,Spring,Yes
28/05/2021,18,3245,2.976649748,28,2.7,1950,10.9,1.07,0,0,Spring,Yes
28/05/2021,19,2656,3.567742752,26.4,2.8,1979,11.3,0.45,0,0,Spring,Yes
28/05/2021,20,2252,9.627194184,25,2.4,1905,11.7,0.07,0,0,Spring,Yes
28/05/2021,21,2140,6.999934058,23.8,2.1,1950,10.9,0,0,0,Spring,Yes
28/05/2021,22,1881,3.724264916,23.1,0.6,2000,11.4,0,0,0,Spring,Yes
28/05/2021,23,1247,5.601839249,22.9,1.6,1712,10.9,0,0,0,Spring,Yes
29/05/2021,0,841,0.500700611,22.6,2.6,1737,0,0,0,0,Spring,Yes
29/05/2021,1,721,4.422537799,22.3,1.1,1756,0,0,0,0,Spring,Yes
29/05/2021,2,466,1.503640162,22.2,2.3,1498,0,0,0,0,Spring,Yes
29/05/2021,3,285,1.332549028,22,1.8,1279,11.4,0,0,0,Spring,Yes
29/05/2021,4,204,8.28056647,21.8,1.9,1364,11.8,0,0,0,Spring,Yes
29/05/2021,5,252,3.47869443,21.6,0.3,1483,12.5,0,0,0,Spring,Yes
29/05/2021,6,625,2.790117298,21.5,0.4,1268,12.5,0.02,0,0,Spring,Yes
29/05/2021,7,1427,7.117009875,21.9,1.1,934,12.6,0.24,0,0,Spring,Yes
29/05/2021,8,2234,0.508955425,22.5,1.7,1062,13.9,0.34,0,0,Spring,Yes
29/05/2021,9,1192,8.36447083,23,1.1,1012,14.6,0.54,0,0,Spring,Yes
29/05/2021,10,893,0.948414559,23.6,1.6,980,15.4,0.83,0,0,Spring,Yes
29/05/2021,11,949,5.026510336,25.1,2.6,949,15.6,1.68,0,0,Spring,Yes
29/05/2021,12,1184,1.671676511,25.1,2.6,1250,15.9,1.35,0,0,Spring,Yes
29/05/2021,13,1103,8.881060515,26.2,1.5,1030,15.4,1.66,0,0,Spring,Yes
29/05/2021,14,1174,3.282479168,27.5,2,981,15.2,2.5,0,0,Spring,Yes
29/05/2021,15,1234,2.165803386,27.7,1.8,1112,16.2,1.71,0,0,Spring,Yes
29/05/2021,16,1592,0.736301069,25.6,4.2,1208,16.8,0.89,0,0,Spring,Yes
29/05/2021,17,2022,1.209123438,25.9,1.9,1425,16.9,1.02,0,0,Spring,Yes
29/05/2021,18,2154,9.808144502,25.1,2.9,1506,16.8,0.42,0,0,Spring,Yes
29/05/2021,19,477,3.784828836,24.3,2.5,1268,16.7,0.14,0,0,Spring,Yes
29/05/2021,20,422,8.157204932,22.1,2.2,572,18,0,1,0,Spring,Yes
29/05/2021,21,1041,4.871624643,21.9,1.4,416,18.7,0,0,0,Spring,Yes
29/05/2021,22,1121,3.162153006,21.9,1.7,559,17.2,0,0,0,Spring,Yes
29/05/2021,23,742,3.316760031,21.5,1.7,304,17.6,0,0,0,Spring,Yes
30/05/2021,0,507,0.725959902,21.1,1.6,540,16.3,0,0,0,Spring,Yes
30/05/2021,1,570,5.368556623,20.8,0.5,488,16,0,0,0,Spring,Yes
30/05/2021,2,422,1.334560034,20.7,0.6,469,15.7,0,0,0,Spring,Yes
30/05/2021,3,238,9.950592916,20.4,0.6,360,16,0,0,0,Spring,Yes
30/05/2021,4,167,6.609941285,20.3,0.9,409,15.5,0,0,0,Spring,Yes
30/05/2021,5,239,7.097458701,20.4,0.6,352,15.6,0,0,0,Spring,Yes
30/05/2021,6,505,9.546386582,20.6,0.7,316,15.8,0.01,0,0,Spring,Yes
30/05/2021,7,1150,6.444575191,20.9,0.6,289,16.3,0.12,0,0,Spring,Yes
30/05/2021,8,1937,5.164357951,21.3,0.6,394,16.3,0.23,0,0,Spring,Yes
30/05/2021,9,1200,1.094717197,21.8,1.3,405,16,0.45,0,0,Spring,Yes
30/05/2021,10,916,5.492202124,23.4,1.7,476,15.9,1.43,0,0,Spring,Yes
30/05/2021,11,975,1.812888581,24.8,2.7,1270,16.1,2.76,0,0,Spring,Yes
30/05/2021,12,1187,1.92193789,25.2,3,1305,16,2.08,0,0,Spring,Yes
30/05/2021,13,1134,4.546226612,26,2.6,1282,14.6,2.94,0,0,Spring,Yes
30/05/2021,14,1119,9.697912809,26.3,2.9,1211,15.5,2.92,0,0,Spring,Yes
30/05/2021,15,1280,9.455214383,26.3,3,1447,13.8,2.55,0,0,Spring,Yes
30/05/2021,16,1571,7.770950893,26.7,3,1594,12.6,2.44,0,0,Spring,Yes
30/05/2021,17,2166,9.475416636,26.1,2.2,1980,10,1.9,0,0,Spring,Yes
30/05/2021,18,3251,4.265407506,25.6,2.1,2000,9.9,1.23,0,0,Spring,Yes
30/05/2021,19,2650,0.177489949,23.2,3.6,1856,10.9,0.55,0,0,Spring,Yes
30/05/2021,20,2224,3.026298333,21.1,2.6,1530,12.1,0.06,0,0,Spring,Yes
30/05/2021,21,2074,7.527907642,20.2,2,1286,12.4,0,0,0,Spring,Yes
30/05/2021,22,1732,6.181708289,19.3,1.7,801,13,0,0,0,Spring,Yes
30/05/2021,23,1158,7.224314323,18.4,1.5,642,12.9,0,0,0,Spring,Yes
31/05/2021,0,844,3.487946378,17.8,1.6,546,12.7,0,0,0,Spring,Yes
31/05/2021,1,610,4.388742517,17.5,1.5,513,12.4,0,0,0,Spring,Yes
31/05/2021,2,470,6.549864794,17.2,0.7,485,12.5,0,0,0,Spring,Yes
31/05/2021,3,328,6.460256963,17,1.3,473,12.3,0,0,0,Spring,Yes
31/05/2021,4,188,5.672921699,16.8,0.7,478,12.2,0,0,0,Spring,Yes
31/05/2021,5,265,8.290355826,16.4,1.2,708,11.3,0,0,0,Spring,Yes
31/05/2021,6,646,3.621664057,16.3,0.7,653,11.2,0.05,0,0,Spring,Yes
31/05/2021,7,1401,2.565179928,16.9,0.9,651,9.6,0.47,0,0,Spring,Yes
31/05/2021,8,2281,7.250592883,18.9,1.6,896,10.2,1.21,0,0,Spring,Yes
31/05/2021,9,1277,5.018189012,20.8,1.6,1233,10.6,1.9,0,0,Spring,Yes
31/05/2021,10,936,8.385619408,22.8,1.2,1129,11.1,2.45,0,0,Spring,Yes
31/05/2021,11,979,0.238319849,24,2.7,1189,12.2,2.89,0,0,Spring,Yes
31/05/2021,12,1134,6.893601648,25.7,1.3,1624,10.7,3.2,0,0,Spring,Yes
31/05/2021,13,1151,0.949303746,27,2.5,1120,12.8,3.34,0,0,Spring,Yes
31/05/2021,14,1164,1.161735271,27.9,2.7,1493,12.3,2.97,0,0,Spring,Yes
31/05/2021,15,1280,1.519277841,28.9,2.7,1850,10.9,2.9,0,0,Spring,Yes
31/05/2021,16,1550,0.511235676,29.3,2.9,1784,11.7,2.41,0,0,Spring,Yes
31/05/2021,17,2047,1.635467765,29.2,2.9,1828,13.1,1.79,0,0,Spring,Yes
31/05/2021,18,3119,6.588677363,28.4,3.1,1995,12.4,0.79,0,0,Spring,Yes
31/05/2021,19,2534,9.317665432,27.2,3.1,1983,0,0.51,0,0,Spring,Yes
31/05/2021,20,2164,4.179493958,25.1,2.9,1950,14.3,0.06,0,0,Spring,Yes
31/05/2021,21,2070,5.277887843,23.9,2.5,1551,13.7,0,0,0,Spring,Yes
31/05/2021,22,1900,2.702704412,23.1,2.1,1874,12.7,0,0,0,Spring,Yes
31/05/2021,23,1343,7.008323659,22.5,2.2,1903,12.9,0,0,0,Spring,Yes
01/06/2021,0,963,0.771918897,22.1,1.1,1698,12.8,0,0,0,Summer,Yes
01/06/2021,1,776,3.81152141,21.5,0.4,1662,12.7,0,0,0,Summer,Yes
01/06/2021,2,554,8.528943027,21,1.4,1258,13.8,0,0,0,Summer,Yes
01/06/2021,3,366,6.996274148,20.6,1.4,1340,13.4,0,0,0,Summer,Yes
01/06/2021,4,265,1.167323341,20.1,1.8,561,13.7,0,0,0,Summer,Yes
01/06/2021,5,306,1.459060728,19.8,1,1210,13.3,0,0,0,Summer,Yes
01/06/2021,6,672,8.408767845,19.5,1.2,1161,13.2,0.05,0,0,Summer,Yes
01/06/2021,7,1421,2.106555912,20.1,0.6,923,11.1,0.47,0,0,Summer,Yes
01/06/2021,8,2149,4.99221429,22.6,0.7,1200,11.2,1.21,0,0,Summer,Yes
01/06/2021,9,1219,8.028705532,25.1,1.7,1012,12.6,1.88,0,0,Summer,Yes
01/06/2021,10,862,0.284310084,27.3,1.3,1371,12.5,2.45,0,0,Summer,Yes
01/06/2021,11,1036,6.166032741,28.8,2.6,1879,11.2,2.99,0,0,Summer,Yes
01/06/2021,12,1076,5.242454202,30.2,2.6,1867,10.8,3.26,0,0,Summer,Yes
01/06/2021,13,1093,8.847189574,31.4,2.2,1535,11.4,3.3,0,0,Summer,Yes
01/06/2021,14,1071,3.473840306,31.6,3.7,1988,10.6,3.25,0,0,Summer,Yes
01/06/2021,15,1235,1.542975655,31.9,3.3,1866,13.2,2.94,0,0,Summer,Yes
01/06/2021,16,1488,4.597873845,31.9,3.2,1912,12.3,2.46,0,0,Summer,Yes
01/06/2021,17,2123,4.205293301,31.2,4.3,1967,12.1,1.87,0,0,Summer,Yes
01/06/2021,18,3088,1.0535692,30.5,3,1981,11.9,1.21,0,0,Summer,Yes
01/06/2021,19,2505,7.082449201,28.8,1.9,2000,10,0.54,0,0,Summer,Yes
01/06/2021,20,2163,8.598472763,27,2.8,2000,10,0.06,0,0,Summer,Yes
01/06/2021,21,2066,0.782379035,25.5,1.6,2000,10.5,0,0,0,Summer,Yes
01/06/2021,22,1991,5.681828239,24.7,1.5,2000,9.8,0,0,0,Summer,Yes
01/06/2021,23,1440,9.669514213,23.8,1.6,1965,10.6,0,0,0,Summer,Yes
02/06/2021,0,1165,6.681880559,22.9,1.4,1717,10.9,0,0,0,Summer,Yes
02/06/2021,1,989,6.41173525,22.2,0.4,1428,11.4,0,0,0,Summer,Yes
02/06/2021,2,677,9.932698293,21.6,1.9,1200,11.6,0,0,0,Summer,Yes
02/06/2021,3,475,6.46211225,20.9,1.5,1007,11.6,0,0,0,Summer,Yes
02/06/2021,4,312,0.403848567,20.3,1.3,929,11.8,0,0,0,Summer,Yes
02/06/2021,5,264,0.74503442,19.8,1.1,951,12,0,0,0,Summer,Yes
02/06/2021,6,342,8.967803921,19.7,1.3,842,11.7,0.05,0,0,Summer,Yes
02/06/2021,7,560,8.592705819,20.1,0.6,789,9.9,0.47,0,0,Summer,Yes
02/06/2021,8,898,0.691194811,22.4,1,828,10.7,1.23,0,0,Summer,Yes
02/06/2021,9,1005,7.556480904,25.3,1.2,1257,10,1.91,0,0,Summer,Yes
02/06/2021,10,1044,2.257781389,27.5,1.1,1815,0,2.52,0,0,Summer,Yes
02/06/2021,11,1094,5.34056222,29.3,2.3,1537,10.4,2.98,0,0,Summer,Yes
02/06/2021,12,1253,3.912309289,30.3,3,1675,9,3.29,0,0,Summer,Yes
02/06/2021,13,1334,9.312971175,31.6,2.4,1873,6.8,3.42,0,0,Summer,Yes
02/06/2021,14,1396,2.19135096,31.8,3.6,1945,6.4,3.32,0,0,Summer,Yes
02/06/2021,15,1535,2.213421,31.8,2.9,1939,7,3,0,0,Summer,Yes
02/06/2021,16,1707,7.521205772,31.6,3.7,2000,8,2.58,0,0,Summer,Yes
02/06/2021,17,2025,2.184864543,30.9,2.7,1965,5,1.93,0,0,Summer,Yes
02/06/2021,18,2246,5.486525129,29.4,3.6,2000,7.7,1.19,0,0,Summer,Yes
02/06/2021,19,2337,4.033152186,27.4,2.7,2000,7.9,0.54,0,0,Summer,Yes
02/06/2021,20,2338,0.134969429,25.4,2.3,2000,8.2,0.06,0,0,Summer,Yes
02/06/2021,21,2238,7.765330808,24.1,2.5,2000,9.2,0,0,0,Summer,Yes
02/06/2021,22,1969,7.327574665,23.4,1.6,2000,9.9,0,0,0,Summer,Yes
02/06/2021,23,1490,7.021961909,22.6,0.5,2000,10.3,0,0,0,Summer,Yes
03/06/2021,0,1248,5.041226509,21.7,2,1986,10.3,0,0,0,Summer,Yes
03/06/2021,1,902,9.845250912,21.2,0.8,1985,10.4,0,0,0,Summer,Yes
03/06/2021,2,673,3.662897533,20.6,1.8,1841,10.6,0,0,0,Summer,Yes
03/06/2021,3,437,6.12166548,20,1.3,1560,11,0,0,0,Summer,Yes
03/06/2021,4,294,0.549832357,19.4,0.8,1093,10.7,0,0,0,Summer,Yes
03/06/2021,5,193,9.182792267,19.1,0.3,1370,10.6,0,0,0,Summer,Yes
03/06/2021,6,228,2.555497461,18.9,0.4,1768,9.5,0.06,0,0,Summer,Yes
03/06/2021,7,423,3.445048114,20,0.7,1997,8.5,0.51,0,0,Summer,Yes
03/06/2021,8,659,4.46688628,22.3,1.5,1785,8.6,1.05,0,0,Summer,Yes
03/06/2021,9,831,5.082982079,24.7,0.7,1880,8,1.91,0,0,Summer,Yes
03/06/2021,10,938,6.951793574,26.8,1.3,1869,7.8,2.09,0,0,Summer,Yes
03/06/2021,11,977,9.27145314,28.7,1.1,1782,7.6,2.83,0,0,Summer,Yes
